date,total_cases,new_cases,total_vaccinations,new_vaccinations,total_deaths,new_deaths,total_cases_per_million,new_cases_per_million,total_deaths_per_million,new_deaths_per_million,stringency_index,gdp_per_capita
2022-09-06,16797750.0,0.0,152094461.0,16829.0,100840.0,0.0,196830.377,0.0,1181.609,0.0,11.11,25129.341
2022-09-07,16797750.0,0.0,152110410.0,15949.0,100840.0,0.0,196830.377,0.0,1181.609,0.0,11.11,25129.341
2022-09-08,16797750.0,0.0,152125788.0,15378.0,100840.0,0.0,196830.377,0.0,1181.609,0.0,11.11,25129.341
2022-09-09,16797750.0,0.0,152140261.0,14473.0,100840.0,0.0,196830.377,0.0,1181.609,0.0,11.11,25129.341
2022-09-10,16797750.0,0.0,152143933.0,3672.0,100840.0,0.0,196830.377,0.0,1181.609,0.0,11.11,25129.341
2022-09-11,16829941.0,32191.0,152146127.0,2194.0,100979.0,139.0,197207.58,377.203,1183.238,1.629,11.11,25129.341
2022-09-12,16852382.0,22441.0,152158566.0,12439.0,101068.0,89.0,197470.536,262.956,1184.281,1.043,11.11,25129.341
2022-09-13,16852382.0,0.0,152170810.0,12244.0,101068.0,0.0,197470.536,0.0,1184.281,0.0,11.11,25129.341
2022-09-14,16852382.0,0.0,152183121.0,12311.0,101068.0,0.0,197470.536,0.0,1184.281,0.0,11.11,25129.341
2022-09-15,16852382.0,0.0,152194025.0,10904.0,101068.0,0.0,197470.536,0.0,1184.281,0.0,11.11,25129.341
2022-09-16,16852382.0,0.0,152204324.0,10299.0,101068.0,0.0,197470.536,0.0,1184.281,0.0,11.11,25129.341
2022-09-17,16852382.0,0.0,152207222.0,2898.0,101068.0,0.0,197470.536,0.0,1184.281,0.0,11.11,25129.341
2022-09-18,16852382.0,0.0,152209055.0,1833.0,101068.0,0.0,197470.536,0.0,1184.281,0.0,11.11,25129.341
2022-09-19,16852382.0,0.0,152220486.0,11431.0,101068.0,0.0,197470.536,0.0,1184.281,0.0,11.11,25129.341
2022-09-20,16852382.0,0.0,152230610.0,10124.0,101068.0,0.0,197470.536,0.0,1184.281,0.0,11.11,25129.341
2022-09-21,16852382.0,0.0,152240857.0,10247.0,101068.0,0.0,197470.536,0.0,1184.281,0.0,11.11,25129.341
2022-09-22,16852382.0,0.0,152250192.0,9335.0,101068.0,0.0,197470.536,0.0,1184.281,0.0,11.11,25129.341
2022-09-23,16852382.0,0.0,152259900.0,9708.0,101068.0,0.0,197470.536,0.0,1184.281,0.0,11.11,25129.341
2022-09-24,16873793.0,21411.0,152262747.0,2847.0,101139.0,71.0,197721.423,250.887,1185.113,0.832,11.11,25129.341
2022-09-25,16873793.0,0.0,152264336.0,1589.0,101139.0,0.0,197721.423,0.0,1185.113,0.0,11.11,25129.341
2022-09-26,16873793.0,0.0,152274590.0,10254.0,101139.0,0.0,197721.423,0.0,1185.113,0.0,11.11,25129.341
2022-09-27,16873793.0,0.0,152284195.0,9605.0,101139.0,0.0,197721.423,0.0,1185.113,0.0,11.11,25129.341
2022-09-28,16873793.0,0.0,152294946.0,10751.0,101139.0,0.0,197721.423,0.0,1185.113,0.0,11.11,25129.341
2022-09-29,16873793.0,0.0,152305100.0,10154.0,101139.0,0.0,197721.423,0.0,1185.113,0.0,11.11,25129.341
2022-09-30,16873793.0,0.0,152315295.0,10195.0,101139.0,0.0,197721.423,0.0,1185.113,0.0,11.11,25129.341
2022-10-01,16873793.0,0.0,152317553.0,2258.0,101139.0,0.0,197721.423,0.0,1185.113,0.0,11.11,25129.341
2022-10-02,16873793.0,0.0,152318861.0,1308.0,101139.0,0.0,197721.423,0.0,1185.113,0.0,11.11,25129.341
2022-10-03,16873793.0,0.0,152329103.0,10242.0,101139.0,0.0,197721.423,0.0,1185.113,0.0,11.11,25129.341
2022-10-04,16873793.0,0.0,152338569.0,9466.0,101139.0,0.0,197721.423,0.0,1185.113,0.0,11.11,25129.341
2022-10-05,16873793.0,0.0,152347744.0,9175.0,101139.0,0.0,197721.423,0.0,1185.113,0.0,11.11,25129.341
2022-10-06,16873793.0,0.0,152355645.0,7901.0,101139.0,0.0,197721.423,0.0,1185.113,0.0,11.11,25129.341
2022-10-07,16873793.0,0.0,152363561.0,7916.0,101139.0,0.0,197721.423,0.0,1185.113,0.0,11.11,25129.341
2022-10-08,16873793.0,0.0,152365572.0,2011.0,101139.0,0.0,197721.423,0.0,1185.113,0.0,11.11,25129.341
2022-10-09,16896522.0,22729.0,152366798.0,1226.0,101179.0,40.0,197987.754,266.331,1185.581,0.469,11.11,25129.341
2022-10-10,16919638.0,23116.0,152374837.0,8039.0,101203.0,24.0,198258.619,270.866,1185.863,0.281,11.11,25129.341
2022-10-11,16919638.0,0.0,152381745.0,6908.0,101203.0,0.0,198258.619,0.0,1185.863,0.0,11.11,25129.341
2022-10-12,16919638.0,0.0,,,101203.0,0.0,198258.619,0.0,1185.863,0.0,11.11,25129.341
2022-10-13,16919638.0,0.0,152396067.0,,101203.0,0.0,198258.619,0.0,1185.863,0.0,11.11,25129.341
2022-10-14,16919638.0,0.0,152402737.0,6670.0,101203.0,0.0,198258.619,0.0,1185.863,0.0,11.11,25129.341
2022-10-15,16919638.0,0.0,152404335.0,1598.0,101203.0,0.0,198258.619,0.0,1185.863,0.0,11.11,25129.341
2022-10-16,16919638.0,0.0,152405372.0,1037.0,101203.0,0.0,198258.619,0.0,1185.863,0.0,11.11,25129.341
2022-10-17,16919638.0,0.0,152412690.0,7318.0,101203.0,0.0,198258.619,0.0,1185.863,0.0,11.11,25129.341
2022-10-18,16919638.0,0.0,152419471.0,6781.0,101203.0,0.0,198258.619,0.0,1185.863,0.0,11.11,25129.341
2022-10-19,16919638.0,0.0,152425561.0,6090.0,101203.0,0.0,198258.619,0.0,1185.863,0.0,11.11,25129.341
2022-10-20,16919638.0,0.0,152431317.0,5756.0,101203.0,0.0,198258.619,0.0,1185.863,0.0,11.11,25129.341
2022-10-21,16919638.0,0.0,152437381.0,6064.0,101203.0,0.0,198258.619,0.0,1185.863,0.0,11.11,25129.341
2022-10-22,16919638.0,0.0,152438632.0,1251.0,101203.0,0.0,198258.619,0.0,1185.863,0.0,11.11,25129.341
2022-10-23,16919638.0,0.0,152439487.0,855.0,101203.0,0.0,198258.619,0.0,1185.863,0.0,11.11,25129.341
2022-10-24,16919638.0,0.0,152445442.0,5955.0,101203.0,0.0,198258.619,0.0,1185.863,0.0,11.11,25129.341
2022-10-25,16919638.0,0.0,152450818.0,5376.0,101203.0,0.0,198258.619,0.0,1185.863,0.0,11.11,25129.341
2022-10-26,16919638.0,0.0,152455950.0,5132.0,101203.0,0.0,198258.619,0.0,1185.863,0.0,11.11,25129.341
2022-10-27,16919638.0,0.0,152461142.0,5192.0,101203.0,0.0,198258.619,0.0,1185.863,0.0,11.11,25129.341
2022-10-28,16919638.0,0.0,152464422.0,3280.0,101203.0,0.0,198258.619,0.0,1185.863,0.0,11.11,25129.341
2022-10-29,16919638.0,0.0,152465212.0,790.0,101203.0,0.0,198258.619,0.0,1185.863,0.0,11.11,25129.341
2022-10-30,16919638.0,0.0,,,101203.0,0.0,198258.619,0.0,1185.863,0.0,11.11,25129.341
2022-10-31,16919638.0,0.0,152469836.0,,101203.0,0.0,198258.619,0.0,1185.863,0.0,11.11,25129.341
2022-11-01,16919638.0,0.0,152475057.0,5221.0,101203.0,0.0,198258.619,0.0,1185.863,0.0,11.11,25129.341
2022-11-02,16919638.0,0.0,,,101203.0,0.0,198258.619,0.0,1185.863,0.0,11.11,25129.341
2022-11-03,16919638.0,0.0,,,101203.0,0.0,198258.619,0.0,1185.863,0.0,11.11,25129.341
2022-11-04,16919638.0,0.0,,,101203.0,0.0,198258.619,0.0,1185.863,0.0,11.11,25129.341
2022-11-05,16919638.0,0.0,,,101203.0,0.0,198258.619,0.0,1185.863,0.0,11.11,25129.341
2022-11-06,16919638.0,0.0,,,101203.0,0.0,198258.619,0.0,1185.863,0.0,11.11,25129.341
2022-11-07,16919638.0,0.0,,,101203.0,0.0,198258.619,0.0,1185.863,0.0,11.11,25129.341
2022-11-08,16919638.0,0.0,,,101203.0,0.0,198258.619,0.0,1185.863,0.0,11.11,25129.341
2022-11-09,16919638.0,0.0,,,101203.0,0.0,198258.619,0.0,1185.863,0.0,11.11,25129.341
2022-11-10,16919638.0,0.0,,,101203.0,0.0,198258.619,0.0,1185.863,0.0,11.11,25129.341
2022-11-11,16919638.0,0.0,,,101203.0,0.0,198258.619,0.0,1185.863,0.0,11.11,25129.341
2022-11-12,16919638.0,0.0,,,101203.0,0.0,198258.619,0.0,1185.863,0.0,11.11,25129.341
2022-11-13,16919638.0,0.0,,,101203.0,0.0,198258.619,0.0,1185.863,0.0,11.11,25129.341
2022-11-14,16919638.0,0.0,,,101203.0,0.0,198258.619,0.0,1185.863,0.0,11.11,25129.341
2022-11-15,16919638.0,0.0,,,101203.0,0.0,198258.619,0.0,1185.863,0.0,11.11,25129.341
2022-11-16,16919638.0,0.0,,,101203.0,0.0,198258.619,0.0,1185.863,0.0,11.11,25129.341
2022-11-17,16919638.0,0.0,,,101203.0,0.0,198258.619,0.0,1185.863,0.0,11.11,25129.341
2022-11-18,16919638.0,0.0,,,101203.0,0.0,198258.619,0.0,1185.863,0.0,11.11,25129.341
2022-11-19,16919638.0,0.0,,,101203.0,0.0,198258.619,0.0,1185.863,0.0,11.11,25129.341
2022-11-20,16919638.0,0.0,,,101203.0,0.0,198258.619,0.0,1185.863,0.0,11.11,25129.341
2022-11-21,16919638.0,0.0,,,101203.0,0.0,198258.619,0.0,1185.863,0.0,11.11,25129.341
2022-11-22,16919638.0,0.0,152543341.0,,101203.0,0.0,198258.619,0.0,1185.863,0.0,11.11,25129.341
2022-11-23,16919638.0,0.0,,,101203.0,0.0,198258.619,0.0,1185.863,0.0,11.11,25129.341
2022-11-24,16919638.0,0.0,,,101203.0,0.0,198258.619,0.0,1185.863,0.0,11.11,25129.341
2022-11-25,16919638.0,0.0,,,101203.0,0.0,198258.619,0.0,1185.863,0.0,11.11,25129.341
2022-11-26,16919638.0,0.0,,,101203.0,0.0,198258.619,0.0,1185.863,0.0,11.11,25129.341
2022-11-27,16919638.0,0.0,,,101203.0,0.0,198258.619,0.0,1185.863,0.0,11.11,25129.341
2022-11-28,16919638.0,0.0,,,101203.0,0.0,198258.619,0.0,1185.863,0.0,11.11,25129.341
2022-11-29,16919638.0,0.0,,,101203.0,0.0,198258.619,0.0,1185.863,0.0,,25129.341
2022-11-30,16919638.0,0.0,,,101203.0,0.0,198258.619,0.0,1185.863,0.0,,25129.341
2022-12-01,16919638.0,0.0,,,101203.0,0.0,198258.619,0.0,1185.863,0.0,,25129.341
2022-12-02,16919638.0,0.0,,,101203.0,0.0,198258.619,0.0,1185.863,0.0,,25129.341
2022-12-03,16919638.0,0.0,,,101203.0,0.0,198258.619,0.0,1185.863,0.0,,25129.341
2022-12-04,16919638.0,0.0,,,101203.0,0.0,198258.619,0.0,1185.863,0.0,,25129.341
2022-12-05,16919638.0,0.0,,,101203.0,0.0,198258.619,0.0,1185.863,0.0,,25129.341
2022-12-06,16919638.0,0.0,,,101203.0,0.0,198258.619,0.0,1185.863,0.0,,25129.341
2022-12-07,16919638.0,0.0,,,101203.0,0.0,198258.619,0.0,1185.863,0.0,,25129.341
2022-12-08,16919638.0,0.0,,,101203.0,0.0,198258.619,0.0,1185.863,0.0,,25129.341
2022-12-09,16919638.0,0.0,,,101203.0,0.0,198258.619,0.0,1185.863,0.0,,25129.341
2022-12-10,16919638.0,0.0,,,101203.0,0.0,198258.619,0.0,1185.863,0.0,,25129.341
2022-12-11,16919638.0,0.0,,,101203.0,0.0,198258.619,0.0,1185.863,0.0,,25129.341
2022-12-12,16919638.0,0.0,,,101203.0,0.0,198258.619,0.0,1185.863,0.0,,25129.341
2022-12-13,16919638.0,0.0,,,101203.0,0.0,198258.619,0.0,1185.863,0.0,,25129.341
2022-12-14,16919638.0,0.0,,,101203.0,0.0,198258.619,0.0,1185.863,0.0,,25129.341
2022-12-15,16919638.0,0.0,,,101203.0,0.0,198258.619,0.0,1185.863,0.0,,25129.341
2022-12-16,16919638.0,0.0,,,101203.0,0.0,198258.619,0.0,1185.863,0.0,,25129.341
2022-12-17,16919638.0,0.0,,,101203.0,0.0,198258.619,0.0,1185.863,0.0,,25129.341
2022-12-18,16919638.0,0.0,,,101203.0,0.0,198258.619,0.0,1185.863,0.0,,25129.341
2022-12-19,16919638.0,0.0,,,101203.0,0.0,198258.619,0.0,1185.863,0.0,,25129.341
2022-12-20,16919638.0,0.0,,,101203.0,0.0,198258.619,0.0,1185.863,0.0,,25129.341
2022-12-21,16919638.0,0.0,,,101203.0,0.0,198258.619,0.0,1185.863,0.0,,25129.341
2022-12-22,16919638.0,0.0,,,101203.0,0.0,198258.619,0.0,1185.863,0.0,,25129.341
