date,total_cases,new_cases,total_vaccinations,new_vaccinations,total_deaths,new_deaths,total_cases_per_million,new_cases_per_million,total_deaths_per_million,new_deaths_per_million,stringency_index,gdp_per_capita
2022-01-31,11619882.0,93261.0,141981790.0,203273.0,87416.0,182.0,136157.864,1092.801,1024.311,2.133,33.32,25129.341
2022-02-01,11722483.0,102601.0,142171571.0,189781.0,87614.0,198.0,137360.108,1202.244,1026.631,2.32,33.3,25129.341
2022-02-02,11833165.0,110682.0,142348958.0,177387.0,87831.0,217.0,138657.042,1296.934,1029.174,2.543,33.3,25129.341
2022-02-03,11940695.0,107530.0,142522697.0,173739.0,88064.0,233.0,139917.042,1260.0,1031.904,2.73,33.28,25129.341
2022-02-04,12051852.0,111157.0,142735468.0,212771.0,88312.0,248.0,141219.543,1302.5,1034.81,2.906,33.27,25129.341
2022-02-05,12150567.0,98715.0,142833393.0,97925.0,88533.0,221.0,142376.252,1156.709,1037.4,2.59,33.27,25129.341
2022-02-06,12238501.0,87934.0,142910046.0,76653.0,88734.0,201.0,143406.633,1030.381,1039.755,2.355,33.26,25129.341
2022-02-07,12335015.0,96514.0,143125638.0,215592.0,88970.0,236.0,144537.551,1130.919,1042.52,2.765,33.25,25129.341
2022-02-08,12446111.0,111096.0,143303935.0,178297.0,89211.0,241.0,145839.337,1301.786,1045.344,2.824,33.25,25129.341
2022-02-09,12554674.0,108563.0,143478985.0,175050.0,89477.0,266.0,147111.441,1272.105,1048.461,3.117,36.66,25129.341
2022-02-10,12653276.0,98602.0,143645420.0,166435.0,89741.0,264.0,148266.826,1155.385,1051.555,3.093,36.65,25129.341
2022-02-11,12748341.0,95065.0,143845934.0,200514.0,89994.0,253.0,149380.766,1113.94,1054.519,2.965,36.65,25129.341
2022-02-12,12834534.0,86193.0,143940936.0,95002.0,90266.0,272.0,150390.747,1009.981,1057.707,3.187,36.64,25129.341
2022-02-13,12908321.0,73787.0,144007120.0,66184.0,90542.0,276.0,151255.358,864.611,1060.941,3.234,36.64,25129.341
2022-02-14,12984953.0,76632.0,144173367.0,166247.0,90808.0,266.0,152153.306,897.948,1064.058,3.117,36.63,25129.341
2022-02-15,13079683.0,94730.0,144326883.0,153516.0,91117.0,309.0,153263.32,1110.014,1067.678,3.621,36.62,25129.341
2022-02-16,13173859.0,94176.0,144476562.0,149679.0,91388.0,271.0,154366.843,1103.523,1070.854,3.175,36.62,25129.341
2022-02-17,13266265.0,92406.0,144599375.0,122813.0,91646.0,258.0,155449.625,1082.782,1073.877,3.023,36.61,25129.341
2022-02-18,13353676.0,87411.0,144730193.0,130818.0,91910.0,264.0,156473.878,1024.253,1076.97,3.093,36.61,25129.341
2022-02-19,13434130.0,80454.0,144799530.0,69337.0,92188.0,278.0,157416.611,942.733,1080.228,3.258,36.6,25129.341
2022-02-20,13504485.0,70355.0,144850157.0,50627.0,92451.0,263.0,158241.007,824.396,1083.31,3.082,36.6,25129.341
2022-02-21,13589511.0,85026.0,144999620.0,149463.0,92719.0,268.0,159237.313,996.306,1086.45,3.14,36.59,25129.341
2022-02-22,13675581.0,86070.0,145128369.0,128749.0,92990.0,271.0,160245.852,1008.539,1089.625,3.175,36.59,25129.341
2022-02-23,13762181.0,86600.0,145243896.0,115527.0,93258.0,268.0,161260.602,1014.75,1092.766,3.14,36.58,25129.341
2022-02-24,13841889.0,79708.0,145344212.0,100316.0,93539.0,281.0,162194.593,933.991,1096.058,3.293,36.57,25129.341
2022-02-25,13913625.0,71736.0,145454202.0,109990.0,93805.0,266.0,163035.171,840.578,1099.175,3.117,36.57,25129.341
2022-02-26,13975389.0,61764.0,145503292.0,49090.0,94026.0,221.0,163758.901,723.73,1101.765,2.59,36.57,25129.341
2022-02-27,14025181.0,49792.0,145537442.0,34150.0,94232.0,206.0,164342.347,583.446,1104.179,2.414,36.56,25129.341
2022-02-28,14089456.0,64275.0,145631632.0,94190.0,94445.0,213.0,165095.5,753.153,1106.675,2.496,36.56,25129.341
2022-03-01,14149341.0,59885.0,145719490.0,87858.0,94648.0,203.0,165797.212,701.712,1109.053,2.379,36.56,25129.341
2022-03-02,14206121.0,56780.0,145801884.0,82394.0,94837.0,189.0,166462.541,665.329,1111.268,2.215,17.59,25129.341
2022-03-03,14255545.0,49424.0,145870323.0,68439.0,95025.0,188.0,167041.675,579.134,1113.471,2.203,17.59,25129.341
2022-03-04,14293828.0,38283.0,145943346.0,73023.0,95205.0,180.0,167490.262,448.587,1115.58,2.109,17.59,25129.341
2022-03-05,14326217.0,32389.0,145972393.0,29047.0,95379.0,174.0,167869.786,379.523,1117.619,2.039,17.59,25129.341
2022-03-06,14353888.0,27671.0,145990177.0,17784.0,95549.0,170.0,168194.025,324.239,1119.611,1.992,17.59,25129.341
2022-03-07,14388231.0,34343.0,146048178.0,58001.0,95681.0,132.0,168596.445,402.42,1121.158,1.547,17.59,25129.341
2022-03-08,14425638.0,37407.0,146097881.0,49703.0,95811.0,130.0,169034.767,438.323,1122.681,1.523,17.59,25129.341
2022-03-09,14458881.0,33243.0,146144478.0,46597.0,95954.0,143.0,169424.298,389.53,1124.357,1.676,17.59,25129.341
2022-03-10,14488373.0,29492.0,146183069.0,38591.0,96094.0,140.0,169769.875,345.577,1125.997,1.64,17.59,25129.341
2022-03-11,14513774.0,25401.0,146222195.0,39126.0,96217.0,123.0,170067.515,297.64,1127.438,1.441,17.59,25129.341
2022-03-12,14534239.0,20465.0,146235452.0,13257.0,96349.0,132.0,170307.317,239.802,1128.985,1.547,17.59,25129.341
2022-03-13,14551665.0,17426.0,146243976.0,8524.0,96487.0,138.0,170511.509,204.192,1130.602,1.617,17.59,25129.341
2022-03-14,14576069.0,24404.0,146273906.0,29930.0,96620.0,133.0,170797.467,285.958,1132.161,1.558,17.59,25129.341
2022-03-15,14600683.0,24614.0,146304093.0,30187.0,96735.0,115.0,171085.886,288.419,1133.508,1.348,17.59,25129.341
2022-03-16,14623028.0,22345.0,146336317.0,32224.0,96853.0,118.0,171347.717,261.831,1134.891,1.383,17.59,25129.341
2022-03-17,14644382.0,21354.0,146377975.0,41658.0,96954.0,101.0,171597.936,250.219,1136.074,1.183,17.59,25129.341
2022-03-18,14663508.0,19126.0,146421935.0,43960.0,97077.0,123.0,171822.048,224.112,1137.516,1.441,17.59,25129.341
2022-03-19,14680836.0,17328.0,146435701.0,13766.0,97182.0,105.0,172025.092,203.044,1138.746,1.23,17.59,25129.341
2022-03-20,14693917.0,13081.0,146446575.0,10874.0,97267.0,85.0,172178.37,153.279,1139.742,0.996,17.59,25129.341
2022-03-21,14708850.0,14933.0,146503050.0,56475.0,97347.0,80.0,172353.35,174.98,1140.679,0.937,17.59,25129.341
2022-03-22,14726276.0,17426.0,146561848.0,58798.0,97437.0,90.0,172557.542,204.192,1141.734,1.055,17.59,25129.341
2022-03-23,14743437.0,17161.0,146618996.0,57148.0,97521.0,84.0,172758.629,201.087,1142.718,0.984,17.59,25129.341
2022-03-24,14760331.0,16894.0,146675886.0,56890.0,97598.0,77.0,172956.587,197.958,1143.62,0.902,17.59,25129.341
2022-03-25,14775634.0,15303.0,146733931.0,58045.0,97666.0,68.0,173135.903,179.315,1144.417,0.797,17.59,25129.341
2022-03-26,14789483.0,13849.0,146751309.0,17378.0,97736.0,70.0,173298.181,162.278,1145.238,0.82,17.59,25129.341
2022-03-27,14800677.0,11194.0,146762564.0,11255.0,97800.0,64.0,173429.348,131.168,1145.987,0.75,17.59,25129.341
2022-03-28,14815041.0,14364.0,146823531.0,60967.0,97861.0,61.0,173597.661,168.313,1146.702,0.715,17.59,25129.341
2022-03-29,14831231.0,16190.0,146881913.0,58382.0,97924.0,63.0,173787.37,189.709,1147.44,0.738,17.59,25129.341
2022-03-30,14846224.0,14993.0,146940492.0,58579.0,97977.0,53.0,173963.052,175.683,1148.061,0.621,17.59,25129.341
2022-03-31,14860560.0,14336.0,146995383.0,54891.0,98033.0,56.0,174131.037,167.984,1148.718,0.656,17.59,25129.341
2022-04-01,14873927.0,13367.0,,,98078.0,45.0,174287.667,156.63,1149.245,0.527,17.59,25129.341
2022-04-02,14885710.0,11783.0,,,98119.0,41.0,174425.736,138.069,1149.725,0.48,17.59,25129.341
2022-04-03,14894731.0,9021.0,147070173.0,,98157.0,38.0,174531.441,105.705,1150.171,0.445,17.59,25129.341
2022-04-04,14907378.0,12647.0,147097462.0,27289.0,98197.0,40.0,174679.634,148.193,1150.639,0.469,17.59,25129.341
2022-04-05,14919591.0,12213.0,147122340.0,24878.0,98234.0,37.0,174822.742,143.108,1151.073,0.434,17.59,25129.341
2022-04-06,14929905.0,10314.0,147147731.0,25391.0,98275.0,41.0,174943.598,120.856,1151.553,0.48,17.59,25129.341
2022-04-07,14939259.0,9354.0,147171659.0,23928.0,98311.0,36.0,175053.205,109.607,1151.975,0.422,17.59,25129.341
2022-04-08,14946379.0,7120.0,147197855.0,26196.0,98342.0,31.0,175136.635,83.43,1152.338,0.363,17.59,25129.341
2022-04-09,14953365.0,6986.0,147206133.0,8278.0,98377.0,35.0,175218.495,81.86,1152.749,0.41,17.59,25129.341
2022-04-10,14958974.0,5609.0,147211194.0,5061.0,98409.0,32.0,175284.219,65.724,1153.124,0.375,17.59,25129.341
2022-04-11,14965867.0,6893.0,147235102.0,23908.0,98437.0,28.0,175364.989,80.77,1153.452,0.328,17.59,25129.341
2022-04-12,14972502.0,6635.0,147257592.0,22490.0,98462.0,25.0,175442.735,77.747,1153.745,0.293,17.59,25129.341
2022-04-13,14978031.0,5529.0,147279922.0,22330.0,98493.0,31.0,175507.522,64.787,1154.108,0.363,17.59,25129.341
2022-04-14,14983158.0,5127.0,147301011.0,21089.0,98514.0,21.0,175567.599,60.076,1154.354,0.246,17.59,25129.341
2022-04-15,14987583.0,4425.0,,,98532.0,18.0,175619.45,51.851,1154.565,0.211,17.59,25129.341
2022-04-16,14991669.0,4086.0,,,98551.0,19.0,175667.328,47.878,1154.787,0.223,17.59,25129.341
2022-04-17,14994937.0,3268.0,147333131.0,,98568.0,17.0,175705.621,38.293,1154.987,0.199,17.59,25129.341
2022-04-18,14999479.0,4542.0,147351467.0,18336.0,98587.0,19.0,175758.843,53.222,1155.209,0.223,17.59,25129.341
2022-04-19,15003696.0,4217.0,147369656.0,18189.0,98610.0,23.0,175808.256,49.413,1155.479,0.27,17.59,25129.341
2022-04-20,15007364.0,3668.0,147386767.0,17111.0,98628.0,18.0,175851.237,42.98,1155.69,0.211,17.59,25129.341
2022-04-21,15010718.0,3354.0,147402858.0,16091.0,98645.0,17.0,175890.538,39.301,1155.889,0.199,17.59,25129.341
2022-04-22,15013616.0,2898.0,,,98660.0,15.0,175924.496,33.958,1156.065,0.176,17.59,25129.341
2022-04-23,15016270.0,2654.0,147423229.0,,98676.0,16.0,175955.594,31.099,1156.252,0.187,17.59,25129.341
2022-04-24,15018547.0,2277.0,147426248.0,3019.0,98691.0,15.0,175982.275,26.681,1156.428,0.176,17.59,25129.341
2022-04-25,15021151.0,2604.0,147441608.0,15360.0,98706.0,15.0,176012.788,30.513,1156.604,0.176,17.59,25129.341
2022-04-26,15023662.0,2511.0,147455844.0,14236.0,98720.0,14.0,176042.211,29.423,1156.768,0.164,13.89,25129.341
2022-04-27,15026141.0,2479.0,147470087.0,14243.0,98736.0,16.0,176071.259,29.048,1156.955,0.187,13.89,25129.341
2022-04-28,15028397.0,2256.0,147482673.0,12586.0,98751.0,15.0,176097.694,26.435,1157.131,0.176,13.89,25129.341
2022-04-29,15030321.0,1924.0,147495274.0,12601.0,98760.0,9.0,176120.239,22.545,1157.236,0.105,13.89,25129.341
2022-04-30,15032093.0,1772.0,147498664.0,3390.0,98771.0,11.0,176141.003,20.764,1157.365,0.129,13.89,25129.341
2022-05-01,15033573.0,1480.0,147499821.0,1157.0,98783.0,12.0,176158.345,17.342,1157.506,0.141,13.89,25129.341
2022-05-02,15034917.0,1344.0,147501398.0,1577.0,98791.0,8.0,176174.093,15.749,1157.6,0.094,13.89,25129.341
2022-05-03,15036110.0,1193.0,147503141.0,1743.0,98801.0,10.0,176188.073,13.979,1157.717,0.117,13.89,25129.341
2022-05-04,15037242.0,1132.0,147505412.0,2271.0,98808.0,7.0,176201.337,13.264,1157.799,0.082,13.89,25129.341
2022-05-05,15038495.0,1253.0,147520160.0,14748.0,98819.0,11.0,176216.019,14.682,1157.928,0.129,13.89,25129.341
2022-05-06,15040238.0,1743.0,147536047.0,15887.0,98826.0,7.0,176236.443,20.424,1158.01,0.082,13.89,25129.341
2022-05-07,15041899.0,1661.0,147540208.0,4161.0,98837.0,11.0,176255.906,19.463,1158.139,0.129,13.89,25129.341
2022-05-08,15043379.0,1480.0,147542401.0,2193.0,98846.0,9.0,176273.248,17.342,1158.244,0.105,13.89,25129.341
2022-05-09,15044921.0,1542.0,147560229.0,17828.0,98854.0,8.0,176291.317,18.069,1158.338,0.094,13.89,25129.341
2022-05-10,15046779.0,1858.0,147576861.0,16632.0,98861.0,7.0,176313.088,21.771,1158.42,0.082,13.89,25129.341
2022-05-11,15048449.0,1670.0,147592145.0,15284.0,98870.0,9.0,176332.657,19.568,1158.525,0.105,13.89,25129.341
2022-05-12,15050227.0,1778.0,147606278.0,14133.0,98878.0,8.0,176353.491,20.834,1158.619,0.094,13.89,25129.341
2022-05-13,15051761.0,1534.0,147620847.0,14569.0,98885.0,7.0,176371.466,17.975,1158.701,0.082,13.89,25129.341
2022-05-14,15053168.0,1407.0,147623608.0,2761.0,98890.0,5.0,176387.953,16.487,1158.76,0.059,13.89,25129.341
2022-05-15,15054322.0,1154.0,147625535.0,1927.0,98900.0,10.0,176401.475,13.522,1158.877,0.117,13.89,25129.341
2022-05-16,15055576.0,1254.0,147638328.0,12793.0,98904.0,4.0,176416.169,14.694,1158.924,0.047,13.89,25129.341
2022-05-17,15057184.0,1608.0,147650166.0,11838.0,98911.0,7.0,176435.011,18.842,1159.006,0.082,13.89,25129.341
2022-05-18,15058627.0,1443.0,147661034.0,10868.0,98914.0,3.0,176451.919,16.909,1159.041,0.035,13.89,25129.341
2022-05-19,15060112.0,1485.0,147663432.0,2398.0,98918.0,4.0,176469.32,17.401,1159.088,0.047,13.89,25129.341
2022-05-20,15060112.0,0.0,,,98918.0,0.0,176469.32,0.0,1159.088,0.0,13.89,25129.341
2022-05-21,15062393.0,2281.0,147677323.0,,98925.0,7.0,176496.048,26.728,1159.17,0.082,13.89,25129.341
2022-05-22,15063298.0,905.0,147678580.0,1257.0,98930.0,5.0,176506.652,10.604,1159.228,0.059,13.89,25129.341
2022-05-23,15064220.0,922.0,147687693.0,9113.0,98933.0,3.0,176517.456,10.804,1159.264,0.035,13.89,25129.341
2022-05-24,15065524.0,1304.0,147697010.0,9317.0,98939.0,6.0,176532.736,15.28,1159.334,0.07,13.89,25129.341
2022-05-25,15066784.0,1260.0,147705146.0,8136.0,98943.0,4.0,176547.5,14.764,1159.381,0.047,13.89,25129.341
2022-05-26,15068094.0,1310.0,147711493.0,6347.0,98948.0,5.0,176562.85,15.35,1159.439,0.059,13.89,25129.341
2022-05-27,15069034.0,940.0,147717865.0,6372.0,98952.0,4.0,176573.865,11.015,1159.486,0.047,13.89,25129.341
2022-05-28,15070000.0,966.0,147719809.0,1944.0,98955.0,3.0,176585.184,11.319,1159.521,0.035,13.89,25129.341
2022-05-29,15070864.0,864.0,147720907.0,1098.0,98957.0,2.0,176595.308,10.124,1159.545,0.023,13.89,25129.341
2022-05-30,15071772.0,908.0,147728185.0,7278.0,98961.0,4.0,176605.948,10.64,1159.592,0.047,13.89,25129.341
2022-05-31,15072747.0,975.0,147734958.0,6773.0,98965.0,4.0,176617.373,11.425,1159.639,0.047,13.89,25129.341
2022-06-01,15072747.0,0.0,,,98965.0,0.0,176617.373,0.0,1159.639,0.0,11.11,25129.341
2022-06-02,15072747.0,0.0,,,98965.0,0.0,176617.373,0.0,1159.639,0.0,11.11,25129.341
2022-06-03,15072747.0,0.0,,,98965.0,0.0,176617.373,0.0,1159.639,0.0,11.11,25129.341
2022-06-04,15072747.0,0.0,,,98965.0,0.0,176617.373,0.0,1159.639,0.0,11.11,25129.341
2022-06-05,15078186.0,5439.0,,,98976.0,11.0,176681.105,63.732,1159.767,0.129,11.11,25129.341
2022-06-06,15078186.0,0.0,,,98976.0,0.0,176681.105,0.0,1159.767,0.0,11.11,25129.341
2022-06-07,15078186.0,0.0,,,98976.0,0.0,176681.105,0.0,1159.767,0.0,11.11,25129.341
2022-06-08,15078186.0,0.0,,,98976.0,0.0,176681.105,0.0,1159.767,0.0,11.11,25129.341
2022-06-09,15078186.0,0.0,,,98976.0,0.0,176681.105,0.0,1159.767,0.0,11.11,25129.341
2022-06-10,15078186.0,0.0,,,98976.0,0.0,176681.105,0.0,1159.767,0.0,11.11,25129.341
2022-06-11,15078186.0,0.0,,,98976.0,0.0,176681.105,0.0,1159.767,0.0,11.11,25129.341
2022-06-12,15078186.0,0.0,,,98976.0,0.0,176681.105,0.0,1159.767,0.0,11.11,25129.341
2022-06-13,15078186.0,0.0,147781738.0,,98976.0,0.0,176681.105,0.0,1159.767,0.0,11.11,25129.341
2022-06-14,15085742.0,7556.0,147785589.0,3851.0,98996.0,20.0,176769.644,88.539,1160.002,0.234,11.11,25129.341
2022-06-15,15085742.0,0.0,147789639.0,4050.0,98996.0,0.0,176769.644,0.0,1160.002,0.0,11.11,25129.341
2022-06-16,15085742.0,0.0,147792806.0,3167.0,98996.0,0.0,176769.644,0.0,1160.002,0.0,11.11,25129.341
2022-06-17,15085742.0,0.0,147796295.0,3489.0,98996.0,0.0,176769.644,0.0,1160.002,0.0,11.11,25129.341
2022-06-18,15085742.0,0.0,147797138.0,843.0,98996.0,0.0,176769.644,0.0,1160.002,0.0,11.11,25129.341
2022-06-19,15085742.0,0.0,147797537.0,399.0,98996.0,0.0,176769.644,0.0,1160.002,0.0,11.11,25129.341
2022-06-20,15085742.0,0.0,147800941.0,3404.0,98996.0,0.0,176769.644,0.0,1160.002,0.0,11.11,25129.341
2022-06-21,15085742.0,0.0,147804002.0,3061.0,98996.0,0.0,176769.644,0.0,1160.002,0.0,11.11,25129.341
2022-06-22,15085742.0,0.0,147807384.0,3382.0,98996.0,0.0,176769.644,0.0,1160.002,0.0,11.11,25129.341
2022-06-23,15085742.0,0.0,147810465.0,3081.0,98996.0,0.0,176769.644,0.0,1160.002,0.0,11.11,25129.341
2022-06-24,15085742.0,0.0,147813734.0,3269.0,98996.0,0.0,176769.644,0.0,1160.002,0.0,11.11,25129.341
2022-06-25,15085742.0,0.0,147814534.0,800.0,98996.0,0.0,176769.644,0.0,1160.002,0.0,11.11,25129.341
2022-06-26,15085742.0,0.0,,,98996.0,0.0,176769.644,0.0,1160.002,0.0,11.11,25129.341
2022-06-27,15096696.0,10954.0,147818598.0,,99015.0,19.0,176897.999,128.355,1160.224,0.223,11.11,25129.341
2022-06-28,15096696.0,0.0,147822027.0,3429.0,99015.0,0.0,176897.999,0.0,1160.224,0.0,11.11,25129.341
2022-06-29,15123331.0,26635.0,147825439.0,3412.0,99032.0,17.0,177210.099,312.1,1160.424,0.199,11.11,25129.341
2022-06-30,15123331.0,0.0,147828801.0,3362.0,99032.0,0.0,177210.099,0.0,1160.424,0.0,11.11,25129.341
2022-07-01,15123331.0,0.0,,,99032.0,0.0,177210.099,0.0,1160.424,0.0,11.11,25129.341
2022-07-02,15123331.0,0.0,147833636.0,,99032.0,0.0,177210.099,0.0,1160.424,0.0,11.11,25129.341
2022-07-03,15123331.0,0.0,147834278.0,642.0,99032.0,0.0,177210.099,0.0,1160.424,0.0,11.11,25129.341
2022-07-04,15180444.0,57113.0,147839557.0,5279.0,99057.0,25.0,177879.33,669.231,1160.717,0.293,11.11,25129.341
2022-07-05,15180444.0,0.0,147844749.0,5192.0,99057.0,0.0,177879.33,0.0,1160.717,0.0,11.11,25129.341
2022-07-06,15180444.0,0.0,147851838.0,7089.0,99057.0,0.0,177879.33,0.0,1160.717,0.0,11.11,25129.341
2022-07-07,15180444.0,0.0,147857274.0,5436.0,99057.0,0.0,177879.33,0.0,1160.717,0.0,11.11,25129.341
2022-07-08,15180444.0,0.0,,,99057.0,0.0,177879.33,0.0,1160.717,0.0,11.11,25129.341
2022-07-09,15180444.0,0.0,147861309.0,,99057.0,0.0,177879.33,0.0,1160.717,0.0,11.11,25129.341
2022-07-10,15180444.0,0.0,147875499.0,14190.0,99057.0,0.0,177879.33,0.0,1160.717,0.0,11.11,25129.341
2022-07-11,15180444.0,0.0,147935562.0,60063.0,99057.0,0.0,177879.33,0.0,1160.717,0.0,11.11,25129.341
2022-07-12,15180444.0,0.0,148020063.0,84501.0,99057.0,0.0,177879.33,0.0,1160.717,0.0,11.11,25129.341
2022-07-13,15297539.0,117095.0,148117265.0,97202.0,99088.0,31.0,179251.41,1372.08,1161.08,0.363,11.11,25129.341
2022-07-14,15297539.0,0.0,148218087.0,100822.0,99088.0,0.0,179251.41,0.0,1161.08,0.0,11.11,25129.341
2022-07-15,15297539.0,0.0,148309125.0,91038.0,99088.0,0.0,179251.41,0.0,1161.08,0.0,11.11,25129.341
2022-07-16,15297539.0,0.0,148376835.0,67710.0,99088.0,0.0,179251.41,0.0,1161.08,0.0,11.11,25129.341
2022-07-17,15297539.0,0.0,148434633.0,57798.0,99088.0,0.0,179251.41,0.0,1161.08,0.0,11.11,25129.341
2022-07-18,15297539.0,0.0,148603312.0,168679.0,99088.0,0.0,179251.41,0.0,1161.08,0.0,11.11,25129.341
2022-07-19,15297539.0,0.0,148803395.0,200083.0,99088.0,0.0,179251.41,0.0,1161.08,0.0,11.11,25129.341
2022-07-20,15524071.0,226532.0,149016479.0,213084.0,99184.0,96.0,181905.835,2654.426,1162.205,1.125,11.11,25129.341
2022-07-21,15524071.0,0.0,149219611.0,203132.0,99184.0,0.0,181905.835,0.0,1162.205,0.0,11.11,25129.341
2022-07-22,15524071.0,0.0,149440133.0,220522.0,99184.0,0.0,181905.835,0.0,1162.205,0.0,11.11,25129.341
2022-07-23,15524071.0,0.0,149510602.0,70469.0,99184.0,0.0,181905.835,0.0,1162.205,0.0,11.11,25129.341
2022-07-24,15524071.0,0.0,149563323.0,52721.0,99184.0,0.0,181905.835,0.0,1162.205,0.0,11.11,25129.341
2022-07-25,15524071.0,0.0,149772979.0,209656.0,99184.0,0.0,181905.835,0.0,1162.205,0.0,11.11,25129.341
2022-07-26,15524071.0,0.0,149964366.0,191387.0,99184.0,0.0,181905.835,0.0,1162.205,0.0,11.11,25129.341
2022-07-27,15524071.0,0.0,150142703.0,178337.0,99184.0,0.0,181905.835,0.0,1162.205,0.0,11.11,25129.341
2022-07-28,15524071.0,0.0,150301720.0,159017.0,99184.0,0.0,181905.835,0.0,1162.205,0.0,11.11,25129.341
2022-07-29,15889495.0,365424.0,150453133.0,151413.0,99341.0,157.0,186187.751,4281.915,1164.044,1.84,11.11,25129.341
2022-07-30,15889495.0,0.0,150496193.0,43060.0,99341.0,0.0,186187.751,0.0,1164.044,0.0,11.11,25129.341
2022-07-31,15889495.0,0.0,150530369.0,34176.0,99341.0,0.0,186187.751,0.0,1164.044,0.0,11.11,25129.341
2022-08-01,15889495.0,0.0,150662956.0,132587.0,99341.0,0.0,186187.751,0.0,1164.044,0.0,11.11,25129.341
2022-08-02,15889495.0,0.0,150781180.0,118224.0,99341.0,0.0,186187.751,0.0,1164.044,0.0,11.11,25129.341
2022-08-03,15889495.0,0.0,150892690.0,111510.0,99341.0,0.0,186187.751,0.0,1164.044,0.0,11.11,25129.341
2022-08-04,15889495.0,0.0,150990977.0,98287.0,99341.0,0.0,186187.751,0.0,1164.044,0.0,11.11,25129.341
2022-08-05,15889495.0,0.0,151089853.0,98876.0,99341.0,0.0,186187.751,0.0,1164.044,0.0,11.11,25129.341
2022-08-06,16295817.0,406322.0,151114930.0,25077.0,99678.0,337.0,190948.895,4761.144,1167.993,3.949,11.11,25129.341
2022-08-07,16295817.0,0.0,151133348.0,18418.0,99678.0,0.0,190948.895,0.0,1167.993,0.0,11.11,25129.341
2022-08-08,16295817.0,0.0,151222037.0,88689.0,99678.0,0.0,190948.895,0.0,1167.993,0.0,11.11,25129.341
2022-08-09,16295817.0,0.0,151300951.0,78914.0,99678.0,0.0,190948.895,0.0,1167.993,0.0,11.11,25129.341
2022-08-10,16295817.0,0.0,151377524.0,76573.0,99678.0,0.0,190948.895,0.0,1167.993,0.0,11.11,25129.341
2022-08-11,16295817.0,0.0,151449592.0,72068.0,99678.0,0.0,190948.895,0.0,1167.993,0.0,11.11,25129.341
2022-08-12,16295817.0,0.0,151523007.0,73415.0,99678.0,0.0,190948.895,0.0,1167.993,0.0,11.11,25129.341
2022-08-13,16295817.0,0.0,151541132.0,18125.0,99678.0,0.0,190948.895,0.0,1167.993,0.0,11.11,25129.341
2022-08-14,16295817.0,0.0,151552957.0,11825.0,99678.0,0.0,190948.895,0.0,1167.993,0.0,11.11,25129.341
2022-08-15,16528070.0,232253.0,151610456.0,57499.0,100058.0,380.0,193670.357,2721.462,1172.446,4.453,11.11,25129.341
2022-08-16,16671848.0,143778.0,151661619.0,51163.0,100400.0,342.0,195355.1,1684.742,1176.453,4.007,11.11,25129.341
2022-08-17,16671848.0,0.0,151708298.0,46679.0,100400.0,0.0,195355.1,0.0,1176.453,0.0,11.11,25129.341
2022-08-18,16671848.0,0.0,151749807.0,41509.0,100400.0,0.0,195355.1,0.0,1176.453,0.0,11.11,25129.341
2022-08-19,16671848.0,0.0,151787363.0,37556.0,100400.0,0.0,195355.1,0.0,1176.453,0.0,11.11,25129.341
2022-08-20,16671848.0,0.0,151796112.0,8749.0,100400.0,0.0,195355.1,0.0,1176.453,0.0,11.11,25129.341
2022-08-21,16671848.0,0.0,151802459.0,6347.0,100400.0,0.0,195355.1,0.0,1176.453,0.0,11.11,25129.341
2022-08-22,16671848.0,0.0,151836431.0,33972.0,100400.0,0.0,195355.1,0.0,1176.453,0.0,11.11,25129.341
2022-08-23,16671848.0,0.0,151869115.0,32684.0,100400.0,0.0,195355.1,0.0,1176.453,0.0,11.11,25129.341
2022-08-24,16671848.0,0.0,151899198.0,30083.0,100400.0,0.0,195355.1,0.0,1176.453,0.0,11.11,25129.341
2022-08-25,16671848.0,0.0,151924922.0,25724.0,100400.0,0.0,195355.1,0.0,1176.453,0.0,11.11,25129.341
2022-08-26,16671848.0,0.0,151951291.0,26369.0,100400.0,0.0,195355.1,0.0,1176.453,0.0,11.11,25129.341
2022-08-27,16671848.0,0.0,151957308.0,6017.0,100400.0,0.0,195355.1,0.0,1176.453,0.0,11.11,25129.341
2022-08-28,16671848.0,0.0,151961166.0,3858.0,100400.0,0.0,195355.1,0.0,1176.453,0.0,11.11,25129.341
2022-08-29,16671848.0,0.0,151984505.0,23339.0,100400.0,0.0,195355.1,0.0,1176.453,0.0,11.11,25129.341
2022-08-30,16671848.0,0.0,151989203.0,4698.0,100400.0,0.0,195355.1,0.0,1176.453,0.0,11.11,25129.341
2022-08-31,16671848.0,0.0,152010807.0,21604.0,100400.0,0.0,195355.1,0.0,1176.453,0.0,11.11,25129.341
2022-09-01,16671848.0,0.0,152031115.0,20308.0,100400.0,0.0,195355.1,0.0,1176.453,0.0,11.11,25129.341
2022-09-02,16751868.0,80020.0,152050973.0,19858.0,100631.0,231.0,196292.747,937.647,1179.16,2.707,11.11,25129.341
2022-09-03,16751868.0,0.0,152056551.0,5578.0,100631.0,0.0,196292.747,0.0,1179.16,0.0,11.11,25129.341
2022-09-04,16797750.0,45882.0,152059687.0,3136.0,100840.0,209.0,196830.377,537.63,1181.609,2.449,11.11,25129.341
2022-09-05,16797750.0,0.0,152077632.0,17945.0,100840.0,0.0,196830.377,0.0,1181.609,0.0,11.11,25129.341
